ID,PRODUCT_CODE,ITEM,LENGTH,COLOR,TYPE,PRICE,STOCK,MPRICE,WPRICE,RPRICE
685,"REMY FORTE SC14 ",SC14,,"P4_27 ",Inch,0.00,,,,
685,"REMY FORTE SC14 ",SC14,,P4_30,Inch,0.00,,,,
686,FOX," FOX",,1,Inch,,,,,
686,FOX," FOX",,DYL8A_27E,Inch,,,,,
686,FOX," FOX",,DYL530A_1120,Inch,,,,,
686,FOX," FOX",,2,Inch,,,,,
686,FOX," FOX",,4,Inch,,,,,
686,FOX," FOX",,001B,Inch,,,,,
686,FOX," FOX",,DYL118A_JACINTH,Inch,,,,,
687,"REMY FORTE SC12 ",SC12,,1,Inch,0.00,,,,
687,"REMY FORTE SC12 ",SC12,,4,Inch,0.00,,,,
687,"REMY FORTE SC12 ",SC12,,P1B_30,Inch,0.00,,,,
687,"REMY FORTE SC12 ",SC12,,P1B_33,Inch,0.00,,,,
687,"REMY FORTE SC12 ",SC12,,P27_30,Inch,0.00,,,,
688,"PREMA YK12 ","YK10 ",,1,Inch,,,,,
688,"PREMA YK12 ","YK10 ",,P1B_33,Inch,,,,,
688,"PREMA YK12 ","YK10 ",,001B,Inch,,,,,
688,"PREMA YK12 ","YK10 ",,2,Inch,,,,,
688,"PREMA YK12 ","YK10 ",,27,Inch,,,,,
688,"PREMA YK12 ","YK10 ",,4,Inch,,,,,
688,"PREMA YK12 ","YK10 ",,33,Inch,,,,,
688,"PREMA YK12 ","YK10 ",,30,Inch,,,,,
688,"PREMA YK12 ","YK10 ",,P1B_30,Inch,,,,,
688,"PREMA YK12 ","YK10 ",,P27_613,Inch,,,,,
688,"PREMA YK12 ","YK10 ",,P4_30,Inch,,,,,
688,"PREMA YK12 ","YK10 ",,P4_27,Inch,,,,,
688,"PREMA YK12 ","YK10 ",,P6_613,Inch,,,,,
689,"REMY FORTE LW16"," LW16",,1,Inch,0.00,,,,
689,"REMY FORTE LW16"," LW16",,4,Inch,0.00,,,,
689,"REMY FORTE LW16"," LW16",,P1B_30,Inch,0.00,,,,
689,"REMY FORTE LW16"," LW16",,P1B_33,Inch,0.00,,,,
689,"REMY FORTE LW16"," LW16",,P27_30,Inch,0.00,,,,
689,"REMY FORTE LW16"," LW16",,"P4_30 ",Inch,0.00,,,,
690,"REMY FORTE LW14",LW14,,1,Inch,0.00,,,,
690,"REMY FORTE LW14",LW14,,001B,Inch,0.00,,,,
690,"REMY FORTE LW14",LW14,,2,Inch,0.00,,,,
690,"REMY FORTE LW14",LW14,,4,Inch,0.00,,,,
690,"REMY FORTE LW14",LW14,,P1B_30,Inch,0.00,,,,
690,"REMY FORTE LW14",LW14,,P1B_33,Inch,0.00,,,,
690,"REMY FORTE LW14",LW14,,"P4_27 ",Inch,0.00,,,,
690,"REMY FORTE LW14",LW14,,P4_30,Inch,0.00,,,,
691,"REMY FORTE LW12 ",,,1,Inch,,,,,
691,"REMY FORTE LW12 ",,,2,Inch,,,,,
691,"REMY FORTE LW12 ",,,4,Inch,,,,,
691,"REMY FORTE LW12 ",,,P1B_30,Inch,,,,,
691,"REMY FORTE LW12 ",,,P1B_33,Inch,,,,,
691,"REMY FORTE LW12 ",,,P4_30,Inch,,,,,
691,"REMY FORTE LW12 ",,,"P4_30 ",Inch,,,,,
692,"REMY FORTE24",FORTE24,,1,Inch,0.00,,,,
692,"REMY FORTE24",FORTE24,,"001B ",Inch,0.00,,,,
692,"REMY FORTE24",FORTE24,,2,Inch,0.00,,,,
692,"REMY FORTE24",FORTE24,,4,Inch,0.00,,,,
692,"REMY FORTE24",FORTE24,,27,Inch,0.00,,,,
692,"REMY FORTE24",FORTE24,,33,Inch,0.00,,,,
693,"REMY FORTE22 ","FORTE22 ",,1,Inch,,,,,
693,"REMY FORTE22 ","FORTE22 ",,"001B ",Inch,,,,,
693,"REMY FORTE22 ","FORTE22 ",,2,Inch,,,,,
693,"REMY FORTE22 ","FORTE22 ",,4,Inch,,,,,
693,"REMY FORTE22 ","FORTE22 ",,27,Inch,,,,,
693,"REMY FORTE22 ","FORTE22 ",,30,Inch,,,,,
693,"REMY FORTE22 ","FORTE22 ",,33,Inch,,,,,
694,"REMY FORTE20",FORTE20,,1,Inch,0.00,,,,
694,"REMY FORTE20",FORTE20,,001B,Inch,0.00,,,,
694,"REMY FORTE20",FORTE20,,2,Inch,0.00,,,,
694,"REMY FORTE20",FORTE20,,4,Inch,0.00,,,,
694,"REMY FORTE20",FORTE20,,27,Inch,0.00,,,,
694,"REMY FORTE20",FORTE20,,30,Inch,0.00,,,,
694,"REMY FORTE20",FORTE20,,33,Inch,0.00,,,,
695,EMMA," EMMA",,1,Inch,,,,,
695,EMMA," EMMA",,ZYF8A_35B_130E,Inch,,,,,
695,EMMA," EMMA",,ZYF8A_30_27,Inch,,,,,
695,EMMA," EMMA",,ZYF8_27_24D,Inch,,,,,
695,EMMA," EMMA",,F4_30,Inch,,,,,
695,EMMA," EMMA",,2,Inch,,,,,
695,EMMA," EMMA",,001B,Inch,,,,,
695,EMMA," EMMA",,F1B_30,Inch,,,,,
696,"REMY FORTE18"," FORTE18",,1,Inch,0.00,,,,
696,"REMY FORTE18"," FORTE18",,001B,Inch,0.00,,,,
696,"REMY FORTE18"," FORTE18",,2,Inch,0.00,,,,
696,"REMY FORTE18"," FORTE18",,4,Inch,0.00,,,,
696,"REMY FORTE18"," FORTE18",,33,Inch,0.00,,,,
696,"REMY FORTE18"," FORTE18",,P1B_30,Inch,0.00,,,,
696,"REMY FORTE18"," FORTE18",,P1B_33,Inch,0.00,,,,
698,TRACY,TRACY,,001B,Inch,,,,,
699,"REMY FORTE16"," FORTE16",,1,Inch,0.00,,,,
699,"REMY FORTE16"," FORTE16",,2,Inch,0.00,,,,
699,"REMY FORTE16"," FORTE16",,4,Inch,0.00,,,,
699,"REMY FORTE16"," FORTE16",,27,Inch,0.00,,,,
699,"REMY FORTE16"," FORTE16",,30,Inch,0.00,,,,
699,"REMY FORTE16"," FORTE16",,33,Inch,0.00,,,,
699,"REMY FORTE16"," FORTE16",,"99J ",Inch,0.00,,,,
699,"REMY FORTE16"," FORTE16",,P1B_30,Inch,0.00,,,,
699,"REMY FORTE16"," FORTE16",,P1B_33,Inch,0.00,,,,
699,"REMY FORTE16"," FORTE16",,P27_30,Inch,0.00,,,,
699,"REMY FORTE16"," FORTE16",,P4_30,Inch,0.00,,,,
700,DARCI," DARCI",,4,Inch,,,,,
700,DARCI," DARCI",,2,Inch,,,,,
700,DARCI," DARCI",,F1B_33,Inch,,,,,
700,DARCI," DARCI",,F237,Inch,,,,,
700,DARCI," DARCI",,F4_27,Inch,,,,,
700,DARCI," DARCI",,F4_30,Inch,,,,,
701,ABBY,ABBY,,4,Inch,,,,,
702,"REMY FORTE14 ",FORTE14,,1,Inch,0.00,,,,
702,"REMY FORTE14 ",FORTE14,,001B,Inch,0.00,,,,
702,"REMY FORTE14 ",FORTE14,,2,Inch,0.00,,,,
702,"REMY FORTE14 ",FORTE14,,4,Inch,0.00,,,,
702,"REMY FORTE14 ",FORTE14,,27,Inch,0.00,,,,
702,"REMY FORTE14 ",FORTE14,,30,Inch,0.00,,,,
702,"REMY FORTE14 ",FORTE14,,33,Inch,0.00,,,,
702,"REMY FORTE14 ",FORTE14,,"99J 	",Inch,0.00,,,,
702,"REMY FORTE14 ",FORTE14,,"P1B_33 ",Inch,0.00,,,,
702,"REMY FORTE14 ",FORTE14,,P27_30,Inch,0.00,,,,
702,"REMY FORTE14 ",FORTE14,,"P4_27 ",Inch,0.00,,,,
702,"REMY FORTE14 ",FORTE14,,P4_30,Inch,0.00,,,,
703,MOLLY,MOLLY,,,Inch,1,1,,,
704,"HEAD (L) 18""-2 ",,,,Inch,,,,,
705,"Remy Forte REMY FORTE12",FORTE12,,1,Inch,0.00,,,,
705,"Remy Forte REMY FORTE12",FORTE12,,2,Inch,0.00,,,,
705,"Remy Forte REMY FORTE12",FORTE12,,4,Inch,0.00,,,,
705,"Remy Forte REMY FORTE12",FORTE12,,27,Inch,0.00,,,,
705,"Remy Forte REMY FORTE12",FORTE12,,30,Inch,0.00,,,,
705,"Remy Forte REMY FORTE12",FORTE12,,33,Inch,0.00,,,,
705,"Remy Forte REMY FORTE12",FORTE12,,"99J ",Inch,0.00,,,,
705,"Remy Forte REMY FORTE12",FORTE12,,"P1B_33 ",Inch,0.00,,,,
705,"Remy Forte REMY FORTE12",FORTE12,,P4_27,Inch,0.00,,,,
706,SIENNA,SIENNA,,F2_27,Inch,,,,,
707,"LACE GLUE",,,,Inch,,,,,
708,MIMI,,,,,,,,,
709,"HEAD (L) 18""-1",,,,Inch,,,,,
710,BOA,BOA,,F237,Inch,,,,,
711,"LACE REMOVER ",,,,Inch,,,,,
712,"LACE GLUE 1OZ",,,,Inch,,,,,
713,BROOKE,BROOKE,,,Inch,,,DYS27_30_33,,
714,"REMY FORTE10 ",,,2,Inch,,,,,
714,"REMY FORTE10 ",,,4,Inch,,,,,
714,"REMY FORTE10 ",,,27,Inch,,,,,
714,"REMY FORTE10 ",,,30,Inch,,,,,
714,"REMY FORTE10 ",,,99J,Inch,,,,,
714,"REMY FORTE10 ",,,P1B_30,Inch,,,,,
714,"REMY FORTE10 ",,,P1B_33,Inch,,,,,
714,"REMY FORTE10 ",,,P4_27,Inch,,,,,
715,EVE,EVE,,F1B_30,Inch,,,,,
716,VIVIAN,VIVIAN,,,Inch,,,L209H_216H,,
717,BOBBY," BOBBY",,F1B_33,Inch,,,,,
718,PEGGY,PEGGY,,,Inch,,,1,,
719,"YN AFRO",AFRO," 0.30","001 ",Inch,30.00,0,,,
719,"YN AFRO",AFRO," 0.30"," 001B ",Inch,30.00,20,,,
719,"YN AFRO",AFRO," 0.30",002,Inch,30.00,32,,,
719,"YN AFRO",AFRO," 0.30"," 004",Inch,30.00,29,,,
719,"YN AFRO",AFRO," 0.30","RED ",Inch,30.00,0,,,
720,MEGAN,,,,Inch,,,,,
721,TERESA,,,,Inch,,,,,
722,NATALI,NATALI,,001B,Inch,30,30,0,,
723,"ROSA ",,,,Inch,,,,,
724,HANNAH,HANNAH,,,Inch,,,1,,
725,GINA,,,,Inch,,,,,
726,ANDREA,ANDREA,,,Inch,,,DYS27_30_33,,
727,"COURTNEY ",,,,Inch,,,,,
728,SAPHIRE,,,,Inch,,,,,
729,JUNE,JUNE,,001B,Inch,30,30,0,,
730,NINA,NINA,,,Inch,,,F1B_30,,
731,SCARLET,,,,Inch,,,,,
732,REBECCA,,,,Inch,,,,,
733,RUBY,,,,Inch,,,,,
734,KAYLA,,,,Inch,,,,,
735,PAYTON,PAYTON,,DLH1B_2763,Inch,,,,,
736,WG-006,WG-006,,P4_30,Inch,0,0,,,
737,WG-005,WG-005,,PH4_30_27,Inch,,,,,
738,"2N1 S (H)","Draw String 2N1 S (H)",,"P1B_BG  ",Inch,"33.00  ",69,,,
738,"2N1 S (H)","Draw String 2N1 S (H)",,"P1B_99J  ",Inch,"33.00  ",62,,,
738,"2N1 S (H)","Draw String 2N1 S (H)",,"P1B_350  ",Inch,"33.00  ",138,,,
738,"2N1 S (H)","Draw String 2N1 S (H)",,"P1B_33  ",Inch,"33.00  ",136,,,
738,"2N1 S (H)","Draw String 2N1 S (H)",,"P1B_30  ",Inch,"33.00  ",148,,,
738,"2N1 S (H)","Draw String 2N1 S (H)",,"P1B_27  ",Inch,"33.00  ",140,,,
738,"2N1 S (H)","Draw String 2N1 S (H)",,004,Inch,"33.00  ",48,,,
738,"2N1 S (H)","Draw String 2N1 S (H)",,002,Inch,"33.00  ",36,,,
738,"2N1 S (H)","Draw String 2N1 S (H)",,"001  ",Inch,"33.00  ","253  ",,,
738,"2N1 S (H)","Draw String 2N1 S (H)",,"001B  ",Inch,"33.00  ","253  ",,,
739,JADA,JADA,,TT1B_350,Inch,,,,,
740,YUNA,YUNA,,P1B_33,Inch,111,111,,,
741,"BNH BW22 ",,,,Inch,,,,,
744,WG-004,WG-004,,PH4_30_27,Inch,60,60,1,,
745,"TARA T","TARA ",,4,Inch,,,,,
745,"TARA T","TARA ",,1,Inch,,,,,
745,"TARA T","TARA ",,001B,Inch,,,,,
745,"TARA T","TARA ",,2,Inch,,,,,
746,"SORA T","SORA -t",,P27_613,Inch,,,,,
746,"SORA T","SORA -t",,P30_144,Inch,,,,,
746,"SORA T","SORA -t",,TT1B_BG,Inch,,,,,
746,"SORA T","SORA -t",,TT1B_BG,Inch,,,,,
747,WG-003,WG-003,,P4_30,Inch,60,60,0,,
748,"MINK T","MINK ",,F1B_99J,Inch,,,,,
748,"MINK T","MINK ",,F1B_350,Inch,,,,,
748,"MINK T","MINK ",,F1B_33,Inch,,,,,
748,"MINK T","MINK ",,F1B_27,Inch,,,,,
748,"MINK T","MINK ",,1,Inch,,,,,
748,"MINK T","MINK ",,PINK,Inch,,,,,
749,BNHH22,,,,Inch,,,,,
750,JOHNSON,JOHNSON,,F1B_350,Inch,,,,,
751,BNHH16,,,,Inch,,,,,
754,BNHH14,,,,Inch,,,,,
756,"BNHH12 ",,,,Inch,,,,,
757,"2N1 S","2N1 ",,51,Inch,,,,,
757,"2N1 S","2N1 ",,280,Inch,,,,,
757,"2N1 S","2N1 ",,56,Inch,,,,,
757,"2N1 S","2N1 ",,50,Inch,,,,,
757,"2N1 S","2N1 ",,34,Inch,,,,,
757,"2N1 S","2N1 ",,2F350,Inch,,,,,
758,"2N1 L"," 2N1 L",,F4_30,Inch,,,,,
758,"2N1 L"," 2N1 L",,P27_613,Inch,,,,,
758,"2N1 L"," 2N1 L",,34,Inch,,,,,
758,"2N1 L"," 2N1 L",,4,Inch,,,,,
758,"2N1 L"," 2N1 L",,1,Inch,,,,,
758,"2N1 L"," 2N1 L",,TT1B_BG,Inch,,,,,
759,WG-001,WG-001,,PH4_30_27,Inch,60,60,25,,
761,2N1,"2N1 ",,51,Inch,,,,,
761,2N1,"2N1 ",,280,Inch,,,,,
761,2N1,"2N1 ",,56,Inch,,,,,
761,2N1,"2N1 ",,50,Inch,,,,,
761,2N1,"2N1 ",,34,Inch,,,,,
761,2N1,"2N1 ",,2F350,Inch,,,,,
761,2N1,"2N1 ",,51,Inch,,,,,
762,"WW14 ",WW14,,P4_30,Inch,81,81,,,
763,"MIX WET&WAVE ","MIX WET&WAVE ",,2,Inch,,,,,
764,WW12,WW12,,2,Inch,66.6,66.6,,,
767," WW10",WW10,,P1B_33,Inch," 57.00  ",,,,
767," WW10",WW10,,P4_27,Inch," 57.00  ",,,,
767," WW10",WW10,,P4_30,Inch," 57.00  ",,,,
768,SUN,SUN,,4,Inch,105,105,,,
770,"WW08 ",WW08,,1,Inch,21.75,21.75,,,
771,"NDW08 ",NDW08,,1,Inch,21.75,21.75,53,,
772,"MATCH S.BOB ","MATCH S.BOB ",,1,Inch,,,,,
774,DANDY,,,,Inch,,,,,
775,SUE,SUE,,1,Inch,48,48,13,,
777,"NSW14 "," NSW14",,1,Inch,"74.25  ",,,,
777,"NSW14 "," NSW14",,001B,Inch,"74.25  ",,,,
777,"NSW14 "," NSW14",,2,Inch,"74.25  ",,,,
777,"NSW14 "," NSW14",,4,Inch,"74.25  ",,,,
777,"NSW14 "," NSW14",,30,Inch,"74.25  ",,,,
777,"NSW14 "," NSW14",,33,Inch,"74.25  ",,,,
777,"NSW14 "," NSW14",,P1B_30,Inch,"80.25   ",,,,
777,"NSW14 "," NSW14",,P1B_33,Inch,"80.25 ",,,,
777,"NSW14 "," NSW14",,P1B_350,Inch,"80.25 ",,,,
777,"NSW14 "," NSW14",,"P1B_BG ",Inch,"80.25 ",,,,
777,"NSW14 "," NSW14",,"P27_613 ",Inch,"80.25 ",,,,
777,"NSW14 ",,,P4_27,Inch,,,,,
778,BONITA,BONITA,,F1B_27S,Inch,,,,,
779,VIOLET,VIOLET,,1,Inch,22.5,22.5,121,,
780,"MIX ROMANCE",,,,Inch,,,,,
781,BECKY,BECKY,,"HL2_350  ",Inch,66,66,.,,
783,BARBARA,BARBARA,,"HL2_350  ",Inch,54,54,1,,
784,"MATCH M.BOB","MATCH M.BOB",,1,Inch,,,,,
785,NSW12,NSW12,,001B,Inch,65.7,65.7,,,
786,REBA,REBA,,1,Inch,51,51,17,,
787,"MIX M.BOB","MIX M.BOB ",,1,Inch,,,,,
788,"NSW10 ","NSW10 ",,1,Inch,50.25,50.25,,,
789,ROSEMARY,ROSEMARY,,1,Inch,22.5,22.5,35,,
790,NICOLE,NICOLE,,1,Inch,105,105,36,,
791,JASMENIA,,,,Inch,,,,,
792,"IRIS ",,,,Inch,,,,,
793,HOLLY,,,,Inch,,,,,
794,"MATCH L.LAYER",,,1,Inch,,,,,
794,"MATCH L.LAYER",,,4,Inch,,,,,
794,"MATCH L.LAYER",,,2,Inch,,,,,
794,"MATCH L.LAYER",,,27,Inch,,,,,
794,"MATCH L.LAYER",,,33,Inch,,,,,
794,"MATCH L.LAYER",,,30,Inch,,,,,
794,"MATCH L.LAYER",,,P1B_30,Inch,,,,,
794,"MATCH L.LAYER",,,P4_30,Inch,,,,,
794,"MATCH L.LAYER",,,P27_613,Inch,,,,,
794,"MATCH L.LAYER",,,P4_27,Inch,,,,,
794,"MATCH L.LAYER",,,P6_613,Inch,,,,,
794,"MATCH L.LAYER",,,P6_613,Inch,,,,,
795,NSW08,NSW08,,4,Inch,21,21,,,
796,"MATCH FINGER","MATCH FINGER",,14,Inch,,,,,
797,"MIX FINGER",,,,Inch,,,,,
798,"MIX L.LAYER","MIX L.LAYER",,1,Inch,,,,,
799,"MATCH BODY W","MIX BODY W",,2,,9.98,198,4.99,4.99,19.96
799,"MATCH BODY W","MIX BODY W",,4,,9.98,211,4.99,4.99,19.96
799,"MATCH BODY W","MIX BODY W",,350,,9.98,185,4.99,4.99,19.96
799,"MATCH BODY W","MIX BODY W",,613,,9.98,100,4.99,4.99,19.96
799,"MATCH BODY W","MIX BODY W",,001B,,9.98,93,4.99,4.99,19.96
799,"MATCH BODY W","MIX BODY W",,P1B_30,,9.98,72,4.99,4.99,19.96
799,"MATCH BODY W","MIX BODY W",,P27_30,,9.98,133,4.99,4.99,19.96
799,"MATCH BODY W","MIX BODY W",,P27_33,,9.98,197,4.99,4.99,19.96
799,"MATCH BODY W","MIX BODY W",,P30_33,,9.98,200,4.99,4.99,19.96
799,"MATCH BODY W","MIX BODY W",,P4_27,,9.98,162,4.99,4.99,19.96
799,"MATCH BODY W","MIX BODY W",,P4_30,,9.98,122,4.99,4.99,19.96
800,"MIX BODY W","MIX BODY W",,2,Inch,9.98,198,4.99,4.99,19.96
800,"MIX BODY W","MIX BODY W",,4,Inch,9.98,211,4.99,4.99,19.96
800,"MIX BODY W","MIX BODY W",,350,Inch,9.98,185,4.99,4.99,19.96
800,"MIX BODY W","MIX BODY W",,613,Inch,9.98,100,4.99,4.99,19.96
800,"MIX BODY W","MIX BODY W",,001B,Inch,9.98,93,4.99,4.99,19.96
800,"MIX BODY W","MIX BODY W",,P1B_30,Inch,9.98,72,4.99,4.99,19.96
800,"MIX BODY W","MIX BODY W",,P27_30,Inch,9.98,133,4.99,4.99,19.96
800,"MIX BODY W","MIX BODY W",,P27_33,Inch,9.98,197,4.99,4.99,19.96
800,"MIX BODY W","MIX BODY W",,P30_33,Inch,9.98,200,4.99,4.99,19.96
800,"MIX BODY W","MIX BODY W",,P4_27,Inch,9.98,162,4.99,4.99,19.96
800,"MIX BODY W","MIX BODY W",,P4_30,Inch,9.98,122,4.99,4.99,19.96
800,"MIX BODY W","MIX BODY W",,2,Inch,9.98,9.98,198,4.99,4.99
846,STW,STW,10,4,Inch,35,23,17.50,17.50,52.50
846,STW,STW,10,27,Inch,49,28,24.50,24.50,73.50
846,STW,STW,10,30,Inch,35,6,17.50,17.50,52.50
846,STW,STW,10,33,Inch,35,20,17.50,17.50,52.50
846,STW,STW,10,44,Inch,39,6,19.50,19.50,58.50
846,STW,STW,10,350,Inch,49,20,24.50,24.50,73.50
846,STW,STW,10,613,Inch,75,8,37.50,37.50,112.50
846,STW,STW,10,99J,Inch,49,3,24.50,24.50,73.50
846,STW,STW,10,BLUE,Inch,75,60,37.50,37.50,112.50
846,STW,STW,10,BURG,Inch,49,2,24.50,24.50,73.50
846,STW,STW,10,GREEN,Inch,75,53,37.50,37.50,112.50
846,STW,STW,10,ORANGE,Inch,75,50,37.50,37.50,112.50
846,STW,STW,10,P1B_30,Inch,39,19,19.50,19.50,58.50
846,STW,STW,10,P1B_350,Inch,49,8,24.50,24.50,73.50
846,STW,STW,10,P1B_99J,Inch,49,11,24.50,24.50,73.50
846,STW,STW,10,P1B_BG,Inch,49,12,24.50,24.50,73.50
846,STW,STW,10,P27_30,Inch,49,12,24.50,24.50,73.50
846,STW,STW,10,P27_33,Inch,49,15,24.50,24.50,73.50
846,STW,STW,10,P27_613,Inch,105,16,52.50,52.50,157.50
846,STW,STW,10,P4_27,Inch,49,12,24.50,24.50,73.50
846,STW,STW,10,P4_30,Inch,39,35,19.50,19.50,58.50
846,STW,STW,10,PINK,Inch,75,48,37.50,37.50,112.50
846,STW,STW,10,PURPLE,Inch,75,48,37.50,37.50,112.50
846,STW,STW,10,RED,Inch,75,67,37.50,37.50,112.50
846,STW,STW,12,1,Inch,50,61,25.00,25.00,75.00
846,STW,STW,12,27,Inch,64,15,32.00,32.00,96.00
846,STW,STW,12,30,Inch,50,12,25.00,25.00,75.00
846,STW,STW,12,33,Inch,50,17,25.00,25.00,75.00
846,STW,STW,12,350,Inch,64,16,32.00,32.00,96.00
846,STW,STW,12,613,Inch,90,9,45.00,45.00,135.00
846,STW,STW,12,001B,Inch,50,26,25.00,25.00,75.00
846,STW,STW,12,99J,Inch,64,18,32.00,32.00,96.00
846,STW,STW,12,BURG,Inch,64,24,32.00,32.00,96.00
846,STW,STW,12,P1B_30,Inch,54,10,27.00,27.00,81.00
846,STW,STW,12,P1B_33,Inch,54,14,27.00,27.00,81.00
846,STW,STW,12,P1B_350,Inch,64,11,32.00,32.00,96.00
846,STW,STW,12,P1B_99J,Inch,64,17,32.00,32.00,96.00
846,STW,STW,12,P1B_BG,Inch,64,12,32.00,32.00,96.00
846,STW,STW,12,P27_30,Inch,64,14,32.00,32.00,96.00
846,STW,STW,12,P27_33,Inch,64,10,32.00,32.00,96.00
846,STW,STW,12,P27_613,Inch,120,33,60.00,60.00,180.00
846,STW,STW,12,P4_27,Inch,64,24,32.00,32.00,96.00
846,STW,STW,12,P4_30,Inch,54,12,27.00,27.00,81.00
846,STW,STW,14,1,Inch,64,121,32.00,32.00,96.00
846,STW,STW,14,2,Inch,64,5,32.00,32.00,96.00
846,STW,STW,14,4,Inch,64,5,32.00,32.00,96.00
846,STW,STW,14,22,Inch,104,143,52.00,52.00,156.00
846,STW,STW,14,27,Inch,78,12,39.00,39.00,117.00
846,STW,STW,14,30,Inch,64,13,32.00,32.00,96.00
846,STW,STW,14,33,Inch,64,2,32.00,32.00,96.00
846,STW,STW,14,350,,78,18,39.00,39.00,117.00
846,STW,STW,14,613,,104,20,52.00,52.00,156.00
846,STW,STW,14,001B,,64,92,32.00,32.00,96.00
846,STW,STW,14,99J,,78,4,39.00,39.00,117.00
846,STW,STW,14,P18_22,,104,72,52.00,52.00,156.00
846,STW,STW,14,P18_613,,104,17,52.00,52.00,156.00
846,STW,STW,14,P1B_30,,68,7,34.00,34.00,102.00
846,STW,STW,14,P1B_33,,68,2,34.00,34.00,102.00
846,STW,STW,14,P1B_BG,,78,2,39.00,39.00,117.00
846,STW,STW,14,P24_613,,104,80,52.00,52.00,156.00
846,STW,STW,14,P27_24,,104,135,52.00,52.00,156.00
846,STW,STW,14,P27_33,,78,2,39.00,39.00,117.00
846,STW,STW,14,P27_613,,134,107,67.00,67.00,201.00
846,STW,STW,14,P4_613,,104,153,52.00,52.00,156.00
846,STW,STW,14,P6_24,,104,30,52.00,52.00,156.00
846,STW,STW,14,P6_27,,78,96,39.00,39.00,117.00
846,STW,STW,14,P6_613,,104,57,52.00,52.00,156.00
846,STW,STW,16,1,,74,26,37.00,37.00,111.00
846,STW,STW,16,2,,74,77,37.00,37.00,111.00
846,STW,STW,16,4,,74,8,37.00,37.00,111.00
846,STW,STW,16,22,,124,20,62.00,62.00,186.00
846,STW,STW,16,350,,98,30,49.00,49.00,147.00
846,STW,STW,16,001B,,74,20,37.00,37.00,111.00
846,STW,STW,16,P1B_30,,78,16,39.00,39.00,117.00
846,STW,STW,16,P1B_33,,78,17,39.00,39.00,117.00
846,STW,STW,16,P1B_BG,,98,16,49.00,49.00,147.00
846,STW,STW,16,P27_24,,124,6,62.00,62.00,186.00
846,STW,STW,16,P27_30,,98,2,49.00,49.00,147.00
846,STW,STW,16,P27_33,,98,4,49.00,49.00,147.00
846,STW,STW,16,P4_30,,78,3,39.00,39.00,117.00
846,STW,STW,16,P4_613,,124,68,62.00,62.00,186.00
846,STW,STW,18,4,,88,2,44.00,44.00,132.00
846,STW,STW,18,30,,88,10,44.00,44.00,132.00
846,STW,STW,18,350,,112,15,56.00,56.00,168.00
846,STW,STW,18,P18_22,,138,5,69.00,69.00,207.00
846,STW,STW,18,P1B_30,,92,18,46.00,46.00,138.00
846,STW,STW,18,P1B_33,,92,12,46.00,46.00,138.00
846,STW,STW,18,P1B_BG,,112,4,56.00,56.00,168.00
846,STW,STW,18,P27_24,,138,7,69.00,69.00,207.00
846,STW,STW,18,P27_33,,112,6,56.00,56.00,168.00
846,STW,STW,18,P6_27,,112,4,56.00,56.00,168.00
846,STW,STW,28A,1,,200,36,100.00,100.00,300.00
847,test001,FLW-B-DB2,10,1,Inch,199.2,10,159.36,179.28,350
847,test001,FLW-B-DB3,10,1B,Inch,199.2,10,159.36,179.28,298.8
847,test001,FLW-B-DB4,10,2,Inch,199.2,10,159.36,179.28,298.8
847,test001,FLW-B-DB5,10,3,Inch,199.2,10,159.36,179.28,298.8
847,test001,FLW-B-DB6,10,4,Inch,199.2,10,159.36,179.28,298.8
847,test001,FLW-B-DB7,10,6,Inch,199.2,10,159.36,179.28,298.8
847,test001,FLW-B-DB8,10,8,Inch,199.2,10,159.36,179.28,298.8
847,test001,FLW-B-DB9,10,9,Inch,199.2,10,159.36,179.28,298.8
847,test001,FLW-B-DB10,10,10,Inch,199.2,10,159.36,179.28,298.8
847,test001,FLW-B-DB11,10,12,Inch,199.2,10,159.36,179.28,298.8
847,test001,FLW-B-DB12,10,14,Inch,199.2,10,159.36,179.28,298.8
847,test001,FLW-B-DB13,10,16,Inch,199.2,10,159.36,179.28,298.8
847,test001,FLW-B-DB14,10,18,Inch,199.2,10,159.36,179.28,298.8
847,test001,FLW-B-DB15,10,22,Inch,199.2,10,159.36,179.28,298.8
847,test001,FLW-B-DB16,10,24,Inch,199.2,10,159.36,179.28,298.8
847,test001,FLW-B-DB17,10,25,Inch,199.2,10,159.36,179.28,298.8
847,test001,FLW-B-DB18,10,27A,Inch,199.2,10,159.36,179.28,298.8
847,test001,FLW-B-DB19,12,1,Inch,209.2,10,167.36,188.28,313.8
847,test001,FLW-B-DB20,12,1B,Inch,209.2,10,167.36,188.28,313.8
847,test001,FLW-B-DB21,12,2,Inch,209.2,10,167.36,188.28,313.8
847,test001,FLW-B-DB22,12,3,Inch,209.2,10,167.36,188.28,313.8
847,test001,FLW-B-DB23,12,4,Inch,209.2,10,167.36,188.28,313.8
847,test001,FLW-B-DB24,12,6,Inch,209.2,10,167.36,188.28,313.8
847,test001,FLW-B-DB25,12,8,Inch,209.2,10,167.36,188.28,313.8
847,test001,FLW-B-DB26,12,9,Inch,209.2,10,167.36,188.28,313.8
847,test001,FLW-B-DB27,12,10,Inch,209.2,10,167.36,188.28,313.8
847,test001,FLW-B-DB28,12,12,Inch,219.2,10,175.36,197.28,328.8
