ID,PRODUCT_CODE,SKU,LENGTH,COLOR,TYPE,PRICE,STOCK,MANUFACTUREPRICE,WHOLESALEPRICE,REGULARPRICE,,,,
2,AMBER,AMBER,,T4_30_27,Inch,13.53,47,11.50,11.50,27.06,,,,
18,AND-STW,AND-STW,16,1,Inch,50.00,297,42.50,42.50,100.00,,,,
18,AND-STW,AND-STW,16,001B,Inch,50.00,297,42.50,42.50,100.00,,,,
18,AND-STW,AND-STW,16,2,Inch,50.00,98,42.50,42.50,100.00,,,,
18,AND-STW,AND-STW,16,4,Inch,50.00,98,42.50,42.50,100.00,,,,
18,AND-STW,AND-STW,16,6,Inch,50.00,1,42.50,42.50,100.00,,,,
18,AND-STW,AND-STW,16,10,Inch,50.00,0,42.50,42.50,100.00,,,,
18,AND-STW,AND-STW,16,14,Inch,55.88,0,47.50,47.50,111.76,,,,
18,AND-STW,AND-STW,16,16,Inch,55.88,1,47.50,47.50,111.76,,,,
18,AND-STW,AND-STW,16,18,Inch,73.53,0,62.50,62.50,147.06,,,,
18,AND-STW,AND-STW,16,22,Inch,73.53,196,62.50,62.50,147.06,,,,
18,AND-STW,AND-STW,16,24,Inch,73.53,97,62.50,62.50,147.06,,,,
18,AND-STW,AND-STW,16,27,Inch,55.88,96,47.50,47.50,111.76,,,,
18,AND-STW,AND-STW,16,30,Inch,50.00,99,42.50,42.50,100.00,,,,
18,AND-STW,AND-STW,16,32A,Inch,50.00,99,42.50,42.50,100.00,,,,
18,AND-STW,AND-STW,16,33,Inch,50.00,100,42.50,42.50,100.00,,,,
18,AND-STW,AND-STW,16,35A,Inch,55.88,98,47.50,47.50,111.76,,,,
18,AND-STW,AND-STW,16,613,Inch,73.53,0,62.50,62.50,147.06,,,,
18,AND-STW,AND-STW,16,613B,Inch,73.53,393,62.50,62.50,147.06,,,,
18,AND-STW,AND-STW,16,LT.SILVER,Inch,73.53,86,62.50,62.50,147.06,,,,
18,AND-STW,AND-STW,16,P10_16,Inch,55.88,193,47.50,47.50,111.76,,,,
18,AND-STW,AND-STW,16,P14_24,Inch,55.88,191,47.50,47.50,111.76,,,,
18,AND-STW,AND-STW,16,P16_24,Inch,55.88,95,47.50,47.50,111.76,,,,
18,AND-STW,AND-STW,16,P18_22,Inch,73.53,190,62.50,62.50,147.06,,,,
18,AND-STW,AND-STW,16,P2_27,Inch,55.88,99,47.50,47.50,111.76,,,,
18,AND-STW,AND-STW,16,P2_613,Inch,55.88,98,47.50,47.50,111.76,,,,
18,AND-STW,AND-STW,16,P27_613,Inch,55.88,94,47.50,47.50,111.76,,,,
18,AND-STW,AND-STW,16,P4_24,Inch,55.88,97,47.50,47.50,111.76,,,,
18,AND-STW,AND-STW,16,P4_27,Inch,55.88,92,47.50,47.50,111.76,,,,
18,AND-STW,AND-STW,16,P4_27_30,Inch,55.88,97,47.50,47.50,111.76,,,,
18,AND-STW,AND-STW,16,P4_30,Inch,55.88,98,47.50,47.50,111.76,,,,
18,AND-STW,AND-STW,16,P6_613,Inch,55.88,96,47.50,47.50,111.76,,,,
18,AND-STW,AND-STW,16,T4_30_27,Inch,55.88,92,47.50,47.50,111.76,,,,
18,AND-STW,AND-STW,16,T6_27_613,Inch,73.53,0,62.50,62.50,147.06,,,,
18,AND-STW,AND-STW,16,TT3_613,Inch,73.53,0,62.50,62.50,147.06,,,,
18,AND-STW,AND-STW,16,TT3_BURG,Inch,73.53,0,62.50,62.50,147.06,,,,
18,AND-STW,AND-STW,18,1,Inch,61.18,190,52.00,52.00,122.35,,,,
18,AND-STW,AND-STW,18,001B,Inch,61.18,285,52.00,52.00,122.35,,,,
18,AND-STW,AND-STW,18,2,Inch,61.18,190,52.00,52.00,122.35,,,,
18,AND-STW,AND-STW,18,4,Inch,61.18,189,52.00,52.00,122.35,,,,
18,AND-STW,AND-STW,18,6,Inch,61.18,190,52.00,52.00,122.35,,,,
18,AND-STW,AND-STW,18,10,Inch,61.18,97,52.00,52.00,122.35,,,,
18,AND-STW,AND-STW,18,14,Inch,67.06,96,57.00,57.00,134.12,,,,
18,AND-STW,AND-STW,18,16,Inch,67.06,89,57.00,57.00,134.12,,,,
18,AND-STW,AND-STW,18,18,Inch,84.71,87,72.00,72.00,169.41,,,,
18,AND-STW,AND-STW,18,22,Inch,84.71,288,72.00,72.00,169.41,,,,
18,AND-STW,AND-STW,18,24,Inch,84.71,0,72.00,72.00,169.41,,,,
18,AND-STW,AND-STW,18,27,Inch,67.06,149,57.00,57.00,134.12,,,,
18,AND-STW,AND-STW,18,30,Inch,61.18,97,52.00,52.00,122.35,,,,
18,AND-STW,AND-STW,18,32A,Inch,61.18,92,52.00,52.00,122.35,,,,
18,AND-STW,AND-STW,18,33,Inch,61.18,97,52.00,52.00,122.35,,,,
18,AND-STW,AND-STW,18,35A,Inch,67.06,91,57.00,57.00,134.12,,,,
18,AND-STW,AND-STW,18,613,Inch,84.71,273,72.00,72.00,169.41,,,,
18,AND-STW,AND-STW,18,613B,Inch,84.71,0,72.00,72.00,169.41,,,,
18,AND-STW,AND-STW,18,LT.SILVER,Inch,84.71,174,72.00,72.00,169.41,,,,
18,AND-STW,AND-STW,18,P10_16,Inch,67.06,286,57.00,57.00,134.12,,,,
18,AND-STW,AND-STW,18,P14_24,Inch,67.06,85,57.00,57.00,134.12,,,,
18,AND-STW,AND-STW,18,P16_24,Inch,67.06,184,57.00,57.00,134.12,,,,
18,AND-STW,AND-STW,18,P18_22,Inch,84.71,280,72.00,72.00,169.41,,,,
18,AND-STW,AND-STW,18,P2_27,Inch,67.06,97,57.00,57.00,134.12,,,,
18,AND-STW,AND-STW,18,P2_613,Inch,67.06,0,57.00,57.00,134.12,,,,
18,AND-STW,AND-STW,18,P27_613,Inch,67.06,282,57.00,57.00,134.12,,,,
18,AND-STW,AND-STW,18,P4_24,Inch,67.06,190,57.00,57.00,134.12,,,,
18,AND-STW,AND-STW,18,P4_27,Inch,67.06,93,57.00,57.00,134.12,,,,
18,AND-STW,AND-STW,18,P4_27_30,Inch,67.06,192,57.00,57.00,134.12,,,,
18,AND-STW,AND-STW,18,P4_30,Inch,67.06,200,57.00,57.00,134.12,,,,
18,AND-STW,AND-STW,18,P6_613,Inch,67.06,0,57.00,57.00,134.12,,,,
18,AND-STW,AND-STW,18,T4_30_27,Inch,67.06,130,57.00,57.00,134.12,,,,
18,AND-STW,AND-STW,18,T6_27_613,Inch,84.71,181,72.00,72.00,169.41,,,,
18,AND-STW,AND-STW,18,TT3_613,Inch,84.71,182,72.00,72.00,169.41,,,,
18,AND-STW,AND-STW,18,TT3_BURG,Inch,84.71,0,72.00,72.00,169.41,,,,
18,AND-STW,AND-STW,20,1,Inch,73.53,200,62.50,62.50,147.06,,,,
18,AND-STW,AND-STW,20,001B,Inch,73.53,299,62.50,62.50,147.06,,,,
18,AND-STW,AND-STW,20,2,Inch,73.53,98,62.50,62.50,147.06,,,,
18,AND-STW,AND-STW,20,4,Inch,73.53,98,62.50,62.50,147.06,,,,
18,AND-STW,AND-STW,20,613,Inch,97.06,298,82.50,82.50,194.12,,,,
18,AND-STW,AND-STW,20,613B,Inch,97.06,397,82.50,82.50,194.12,,,,
18,AND-STW,AND-STW,20,P10_16,Inch,79.41,199,67.50,67.50,158.82,,,,
18,AND-STW,AND-STW,20,P14_24,Inch,79.41,0,67.50,67.50,158.82,,,,
18,AND-STW,AND-STW,20,P16_24,Inch,79.41,0,67.50,67.50,158.82,,,,
18,AND-STW,AND-STW,20,P18_22,Inch,97.06,199,82.50,82.50,194.12,,,,
18,AND-STW,AND-STW,20,P4_27_30,Inch,79.41,0,67.50,67.50,158.82,,,,
18,AND-STW,AND-STW,22,1,Inch,82.35,98,70.00,70.00,164.71,,,,
18,AND-STW,AND-STW,22,001B,Inch,82.35,97,70.00,70.00,164.71,,,,
18,AND-STW,AND-STW,22,2,Inch,82.35,96,70.00,70.00,164.71,,,,
18,AND-STW,AND-STW,22,4,Inch,82.35,96,70.00,70.00,164.71,,,,
18,AND-STW,AND-STW,22,613,Inch,105.88,199,90.00,90.00,211.76,,,,
18,AND-STW,AND-STW,22,613B,Inch,105.88,299,90.00,90.00,211.76,,,,
18,AND-STW,AND-STW,22,P10_16,Inch,88.24,200,75.00,75.00,176.47,,,,
18,AND-STW,AND-STW,22,P14_24,Inch,88.24,0,75.00,75.00,176.47,,,,
18,AND-STW,AND-STW,22,P16_24,Inch,88.24,0,75.00,75.00,176.47,,,,
18,AND-STW,AND-STW,22,P18_22,Inch,105.88,200,90.00,90.00,211.76,,,,
18,AND-STW,AND-STW,22,P4_27_30,Inch,88.24,0,75.00,75.00,176.47,,,,
18,AND-STW,AND-STW,24,1,Inch,88.82,100,75.50,75.50,177.65,,,,
18,AND-STW,AND-STW,24,001B,Inch,88.82,150,75.50,75.50,177.65,,,,
18,AND-STW,AND-STW,24,2,Inch,88.82,150,75.50,75.50,177.65,,,,
18,AND-STW,AND-STW,24,4,Inch,88.82,100,75.50,75.50,177.65,,,,
23,ANNA,ANNA,,1,Inch,13.53,102,11.50,11.50,27.06,,,,
23,ANNA,ANNA,,001B,Inch,13.53,126,11.50,11.50,27.06,,,,
23,ANNA,ANNA,,2,Inch,13.53,102,11.50,11.50,27.06,,,,
23,ANNA,ANNA,,4,Inch,13.53,102,11.50,11.50,27.06,,,,
23,ANNA,ANNA,,3T1B_30,Inch,17.06,50,14.50,14.50,34.12,,,,
23,ANNA,ANNA,,3T1B_33,Inch,17.06,0,14.50,14.50,34.12,,,,
23,ANNA,ANNA,,3T4_613,Inch,17.06,0,14.50,14.50,34.12,,,,
23,ANNA,ANNA,,3T5004,Inch,17.06,50,14.50,14.50,34.12,,,,
23,ANNA,ANNA,,DX2216,Inch,13.53,50,11.50,11.50,27.06,,,,
23,ANNA,ANNA,,DX3147,Inch,13.53,52,11.50,11.50,27.06,,,,
23,ANNA,ANNA,,DX4733,Inch,13.53,50,11.50,11.50,27.06,,,,
23,ANNA,ANNA,,LX3316,Inch,13.53,51,11.50,11.50,27.06,,,,
23,ANNA,ANNA,,SOM7002,Inch,17.06,51,14.50,14.50,34.12,,,,
23,ANNA,ANNA,,SOM7003,Inch,17.06,52,14.50,14.50,34.12,,,,
23,ANNA,ANNA,,SOM7005,Inch,17.06,51,14.50,14.50,34.12,,,,
23,ANNA,ANNA,,SOM7008,Inch,17.06,51,14.50,14.50,34.12,,,,
23,ANNA,ANNA,,SOM7016,Inch,17.06,51,14.50,14.50,34.12,,,,
23,ANNA,ANNA,,TT_BURG,Inch,17.06,51,14.50,14.50,34.12,,,,
23,ANNA,ANNA,,TT1B_RED,Inch,17.06,52,14.50,14.50,34.12,,,,
23,ANNA,ANNA,,TT4_27,Inch,17.06,50,14.50,14.50,34.12,,,,
24,BETH,BETH,,1,Inch,16.47,98,14.00,14.00,32.94,,,,
24,BETH,BETH,,1B,Inch,16.47,146,14.00,14.00,32.94,,,,
24,BETH,BETH,,2,Inch,16.47,98,14.00,14.00,32.94,,,,
24,BETH,BETH,,280,Inch,16.47,47,14.00,14.00,32.94,,,,
24,BETH,BETH,,34,Inch,16.47,22,14.00,14.00,32.94,,,,
24,BETH,BETH,,4,Inch,16.47,22,14.00,14.00,32.94,,,,
24,BETH,BETH,,44,Inch,16.47,20,14.00,14.00,32.94,,,,
24,BETH,BETH,,51,Inch,16.47,22,14.00,14.00,32.94,,,,
24,BETH,BETH,,F1B_30,Inch,16.47,27,14.00,14.00,32.94,,,,
1017,CAROLYN,CAROLYN,,1,Inch,20.71,20.00,17.6,17.6,41.42,,,,
1017,CAROLYN,CAROLYN,,1B,Inch,20.71,20.00,17.6,17.6,41.42,,,,
1017,CAROLYN,CAROLYN,,2,Inch,20.71,20.00,17.6,17.6,41.42,,,,
1017,CAROLYN,CAROLYN,,4,Inch,20.71,20.00,17.6,17.6,41.42,,,,
1017,CAROLYN,CAROLYN,,27,Inch,20.71,10.00,17.6,17.6,41.42,,,,
1017,CAROLYN,CAROLYN,,30,Inch,20.71,10.00,17.6,17.6,41.42,,,,
1017,CAROLYN,CAROLYN,,33,Inch,20.71,10.00,17.6,17.6,41.42,,,,
1017,CAROLYN,CAROLYN,,34,Inch,20.71,10.00,17.6,17.6,41.42,,,,
1017,CAROLYN,CAROLYN,,44,Inch,20.71,10.00,17.6,17.6,41.42,,,,
1017,CAROLYN,CAROLYN,,280,Inch,20.71,10.00,17.6,17.6,41.42,,,,
1017,CAROLYN,CAROLYN,,F1B_30,Inch,20.71,10.00,17.6,17.6,41.42,,,,
1017,CAROLYN,CAROLYN,,F4_27,Inch,20.71,10.00,17.6,17.6,41.42,,,,
1017,CAROLYN,CAROLYN,,F4_30,Inch,20.71,10.00,17.6,17.6,41.42,,,,
1007,DEJA-BW,DEJA-BW,10,1,Inch,13.00,200.00,11.00,11.00,26.00,,,,
1007,DEJA-BW,DEJA-BW,10,1B,Inch,13.00,300.00,11.00,11.00,26.00,,,,
1007,DEJA-BW,DEJA-BW,10,2,Inch,13.00,100.00,11.00,11.00,26.00,,,,
1007,DEJA-BW,DEJA-BW,10,4,Inch,13.00,100.00,11.00,11.00,26.00,,,,
1007,DEJA-BW,DEJA-BW,10,27,Inch,14.00,100.00,12.00,12.00,28.00,,,,
1007,DEJA-BW,DEJA-BW,10,30,Inch,13.00,100.00,11.00,11.00,26.00,,,,
1007,DEJA-BW,DEJA-BW,10,33,Inch,13.00,100.00,11.00,11.00,26.00,,,,
1007,DEJA-BW,DEJA-BW,10,P1B_27,Inch,15.00,50.00,13.00,13.00,30.00,,,,
1007,DEJA-BW,DEJA-BW,10,P1B_30,Inch,15.00,50.00,13.00,13.00,30.00,,,,
1007,DEJA-BW,DEJA-BW,10,P4_27,Inch,15.00,50.00,13.00,13.00,30.00,,,,
1007,DEJA-BW,DEJA-BW,10,P4_30,Inch,15.00,50.00,13.00,13.00,30.00,,,,
1007,DEJA-BW,DEJA-BW,12,1,Inch,19.00,200.00,16.50,16.50,38.00,,,,
1007,DEJA-BW,DEJA-BW,12,1B,Inch,19.00,300.00,16.50,16.50,38.00,,,,
1007,DEJA-BW,DEJA-BW,12,2,Inch,19.00,100.00,16.50,16.50,38.00,,,,
1007,DEJA-BW,DEJA-BW,12,4,Inch,19.00,100.00,16.50,16.50,38.00,,,,
1007,DEJA-BW,DEJA-BW,12,27,Inch,20.00,100.00,17.50,17.50,40.00,,,,
1007,DEJA-BW,DEJA-BW,12,30,Inch,19.00,100.00,16.50,16.50,38.00,,,,
1007,DEJA-BW,DEJA-BW,12,33,Inch,19.00,100.00,16.50,16.50,38.00,,,,
1007,DEJA-BW,DEJA-BW,12,P1B_27,Inch,21.00,50.00,18.50,18.50,42.00,,,,
1007,DEJA-BW,DEJA-BW,12,P1B_30,Inch,21.00,50.00,18.50,18.50,42.00,,,,
1007,DEJA-BW,DEJA-BW,12,P4_27,Inch,21.00,50.00,18.50,18.50,42.00,,,,
1007,DEJA-BW,DEJA-BW,12,P4_30,Inch,21.00,50.00,18.50,18.50,42.00,,,,
1007,DEJA-BW,DEJA-BW,14,1,Inch,27.00,200.00,23.00,23.00,54.00,,,,
1007,DEJA-BW,DEJA-BW,14,1B,Inch,27.00,300.00,23.00,23.00,54.00,,,,
1007,DEJA-BW,DEJA-BW,14,2,Inch,27.00,100.00,23.00,23.00,54.00,,,,
1007,DEJA-BW,DEJA-BW,14,4,Inch,27.00,100.00,23.00,23.00,54.00,,,,
1007,DEJA-BW,DEJA-BW,14,27,Inch,28.00,100.00,24.00,24.00,56.00,,,,
1007,DEJA-BW,DEJA-BW,14,30,Inch,27.00,100.00,23.00,23.00,54.00,,,,
1007,DEJA-BW,DEJA-BW,14,33,Inch,27.00,100.00,23.00,23.00,54.00,,,,
1007,DEJA-BW,DEJA-BW,14,P1B_27,Inch,29.00,50.00,25.00,25.00,58.00,,,,
1007,DEJA-BW,DEJA-BW,14,P1B_30,Inch,29.00,50.00,25.00,25.00,58.00,,,,
1007,DEJA-BW,DEJA-BW,14,P4_27,Inch,29.00,50.00,25.00,25.00,58.00,,,,
1007,DEJA-BW,DEJA-BW,14,P4_30,Inch,29.00,50.00,25.00,25.00,58.00,,,,
1007,DEJA-BW,DEJA-BW,16,1,Inch,33.50,199.00,28.50,28.50,67.00,,,,
1007,DEJA-BW,DEJA-BW,16,1B,Inch,33.50,299.00,28.50,28.50,67.00,,,,
1007,DEJA-BW,DEJA-BW,16,2,Inch,33.50,99.00,28.50,28.50,67.00,,,,
1007,DEJA-BW,DEJA-BW,16,4,Inch,33.50,99.00,28.50,28.50,67.00,,,,
1007,DEJA-BW,DEJA-BW,16,27,Inch,34.50,99.00,29.50,29.50,69.00,,,,
1007,DEJA-BW,DEJA-BW,16,30,Inch,33.50,99.00,28.50,28.50,67.00,,,,
1007,DEJA-BW,DEJA-BW,16,33,Inch,33.50,99.00,28.50,28.50,67.00,,,,
1007,DEJA-BW,DEJA-BW,16,P1B_27,Inch,35.50,49.00,30.50,30.50,71.00,,,,
1007,DEJA-BW,DEJA-BW,16,P1B_30,Inch,35.50,49.00,30.50,30.50,71.00,,,,
1007,DEJA-BW,DEJA-BW,16,P4_27,Inch,35.50,49.00,30.50,30.50,71.00,,,,
1007,DEJA-BW,DEJA-BW,16,P4_30,Inch,35.50,49.00,30.50,30.50,71.00,,,,
1007,DEJA-BW,DEJA-BW,18,1,Inch,41.50,200.00,35.50,35.50,83.00,,,,
1007,DEJA-BW,DEJA-BW,18,1B,Inch,41.50,300.00,35.50,35.50,83.00,,,,
1007,DEJA-BW,DEJA-BW,18,2,Inch,41.50,100.00,35.50,35.50,83.00,,,,
1007,DEJA-BW,DEJA-BW,18,4,Inch,41.50,100.00,35.50,35.50,83.00,,,,
1007,DEJA-BW,DEJA-BW,18,27,Inch,42.50,100.00,36.50,36.50,85.00,,,,
1007,DEJA-BW,DEJA-BW,18,30,Inch,41.50,100.00,35.50,35.50,83.00,,,,
1007,DEJA-BW,DEJA-BW,18,33,Inch,41.50,100.00,35.50,35.50,83.00,,,,
1007,DEJA-BW,DEJA-BW,18,P1B_27,Inch,43.50,50.00,37.50,37.50,87.00,,,,
1007,DEJA-BW,DEJA-BW,18,P1B_30,Inch,43.50,50.00,37.50,37.50,87.00,,,,
1007,DEJA-BW,DEJA-BW,18,P4_27,Inch,43.50,50.00,37.50,37.50,87.00,,,,
1007,DEJA-BW,DEJA-BW,18,P4_30,Inch,43.50,50.00,37.50,37.50,87.00,,,,
1008,DEJA-DW,DEJA-DW,10,1,Inch,14.50,200.00,12.50,12.50,29.00,,,,
1008,DEJA-DW,DEJA-DW,10,1B,Inch,14.50,300.00,12.50,12.50,29.00,,,,
1008,DEJA-DW,DEJA-DW,10,2,Inch,14.50,100.00,12.50,12.50,29.00,,,,
1008,DEJA-DW,DEJA-DW,10,4,Inch,14.50,100.00,12.50,12.50,29.00,,,,
1008,DEJA-DW,DEJA-DW,10,27,Inch,15.50,100.00,13.50,13.50,31.00,,,,
1008,DEJA-DW,DEJA-DW,10,30,Inch,14.50,100.00,12.50,12.50,29.00,,,,
1008,DEJA-DW,DEJA-DW,10,33,Inch,14.50,100.00,12.50,12.50,29.00,,,,
1008,DEJA-DW,DEJA-DW,10,P1B_27,Inch,16.50,50.00,14.50,14.50,33.00,,,,
1008,DEJA-DW,DEJA-DW,10,P1B_30,Inch,16.50,50.00,14.50,14.50,33.00,,,,
1008,DEJA-DW,DEJA-DW,10,P4_27,Inch,16.50,50.00,14.50,14.50,33.00,,,,
1008,DEJA-DW,DEJA-DW,10,P4_30,Inch,16.50,50.00,14.50,14.50,33.00,,,,
1008,DEJA-DW,DEJA-DW,12,1,Inch,20.50,200.00,17.50,17.50,41.00,,,,
1008,DEJA-DW,DEJA-DW,12,1B,Inch,20.50,300.00,17.50,17.50,41.00,,,,
1008,DEJA-DW,DEJA-DW,12,2,Inch,20.50,100.00,17.50,17.50,41.00,,,,
1008,DEJA-DW,DEJA-DW,12,4,Inch,20.50,100.00,17.50,17.50,41.00,,,,
1008,DEJA-DW,DEJA-DW,12,27,Inch,21.50,100.00,18.50,18.50,43.00,,,,
1008,DEJA-DW,DEJA-DW,12,30,Inch,20.50,100.00,17.50,17.50,41.00,,,,
1008,DEJA-DW,DEJA-DW,12,33,Inch,20.50,100.00,17.50,17.50,41.00,,,,
1008,DEJA-DW,DEJA-DW,12,P1B_27,Inch,22.50,50.00,19.50,19.50,45.00,,,,
1008,DEJA-DW,DEJA-DW,12,P1B_30,Inch,22.50,50.00,19.50,19.50,45.00,,,,
1008,DEJA-DW,DEJA-DW,12,P4_27,Inch,22.50,50.00,19.50,19.50,45.00,,,,
1008,DEJA-DW,DEJA-DW,12,P4_30,Inch,22.50,50.00,19.50,19.50,45.00,,,,
1008,DEJA-DW,DEJA-DW,14,1,Inch,28.50,199.00,24.00,24.00,57.00,,,,
1008,DEJA-DW,DEJA-DW,14,1B,Inch,28.50,299.00,24.00,24.00,57.00,,,,
1008,DEJA-DW,DEJA-DW,14,2,Inch,28.50,99.00,24.00,24.00,57.00,,,,
1008,DEJA-DW,DEJA-DW,14,4,Inch,28.50,99.00,24.00,24.00,57.00,,,,
1008,DEJA-DW,DEJA-DW,14,27,Inch,29.50,99.00,25.00,25.00,59.00,,,,
1008,DEJA-DW,DEJA-DW,14,30,Inch,28.50,99.00,24.00,24.00,57.00,,,,
1008,DEJA-DW,DEJA-DW,14,33,Inch,28.50,99.00,24.00,24.00,57.00,,,,
